order_id,reg_date,counterpart,seller_name,seller_type,order_total,products_count,month
2694,2025-01-15,5,Юридическое лицо 'РАО «Ковалева»',покупатель,144946,7,2025-01
4765,2025-04-05,100,Юридическое лицо 'ЗАО «Сафонова»',покупатель,144932,9,2025-04
1582,2024-06-21,134,Индивидуальный предприниматель 'НПО «Тимофеева»',покупатель,144932,4,2024-06
3326,2024-07-21,27,"Индивидуальный предприниматель 'АО «Казакова, Афанасьев и Соловьева»'",покупатель,144690,10,2024-07
180,2024-07-31,119,Индивидуальный предприниматель 'Беляев Инкорпорэйтед',покупатель,144267,5,2024-07
704,2025-05-04,108,"Индивидуальный предприниматель 'ООО «Карпова, Котова и Фокина»'",покупатель,143926,2,2025-05
1279,2025-03-19,56,Физическое лицо 'ООО «Лихачев Тимофеева»',покупатель,143863,4,2025-03
385,2024-07-21,63,Индивидуальный предприниматель 'НПО «Ефимов»',покупатель,143164,6,2024-07
2527,2024-11-16,132,Юридическое лицо 'Самсонов Групп',покупатель,143082,3,2024-11
912,2024-08-06,38,"Физическое лицо 'НПО «Семенов, Кулакова и Осипова»'",покупатель,142963,8,2024-08
1071,2024-11-19,148,Индивидуальный предприниматель 'ЗАО «Потапова Ильина»',покупатель,142885,3,2024-11
3997,2024-12-02,59,Физическое лицо 'Арктикгаз',покупатель,142875,5,2024-12
2634,2025-01-28,113,Юридическое лицо 'Никифорова Групп',покупатель,142864,2,2025-01
1242,2024-06-01,106,Юридическое лицо 'НПО «Туров»',покупатель,142684,9,2024-06
4083,2024-05-16,78,Юридическое лицо 'НПФ Газфонд пенсионные накопления',покупатель,142618,10,2024-05
1237,2025-03-26,133,Физическое лицо 'Алексеев Лимитед',покупатель,142521,6,2025-03
2458,2025-04-19,70,"Юридическое лицо 'АО «Исакова, Гришин и Лаврентьев»'",покупатель,142484,6,2025-04
4880,2025-03-05,30,Физическое лицо 'Государственная транспортная лизинговая компания',покупатель,142481,8,2025-03
1679,2024-11-04,70,"Юридическое лицо 'АО «Исакова, Гришин и Лаврентьев»'",покупатель,142461,4,2024-11
845,2024-05-19,120,Физическое лицо 'Кудряшова и партнеры',покупатель,142433,10,2024-05
4948,2025-05-08,115,Юридическое лицо 'ОАО «Горбачев Михайлова»',покупатель,142318,7,2025-05
1023,2024-10-01,24,Физическое лицо 'ООО «Сорокина»',покупатель,142226,6,2024-10
2663,2025-01-11,1,Индивидуальный предприниматель 'ЗАО «Кузнецов Королев»',покупатель,142105,2,2025-01
2414,2024-10-30,150,Индивидуальный предприниматель 'Тойота Мотор (Toyota)',покупатель,142002,7,2024-10
4744,2024-09-17,51,Юридическое лицо 'Фролова Лтд',покупатель,141909,4,2024-09
676,2024-10-31,43,"Индивидуальный предприниматель 'АО «Фадеева, Капустина и Самсонова»'",покупатель,141908,4,2024-10
89,2024-06-11,56,Физическое лицо 'ООО «Лихачев Тимофеева»',покупатель,141702,4,2024-06
677,2024-09-15,130,"Индивидуальный предприниматель 'НПО «Крылов, Ильина и Лапин»'",покупатель,141394,9,2024-09
2197,2024-06-30,61,Индивидуальный предприниматель 'НПО «Алексеева Соколова»',покупатель,141378,9,2024-06
2672,2025-04-21,30,Физическое лицо 'Государственная транспортная лизинговая компания',покупатель,141359,6,2025-04
2763,2025-03-14,80,"Индивидуальный предприниматель 'ООО «Селиверстов, Казаков и Носов»'",покупатель,141239,5,2025-03
3791,2025-02-07,59,Физическое лицо 'Арктикгаз',покупатель,141106,7,2025-02
3816,2024-07-03,59,Физическое лицо 'Арктикгаз',покупатель,141066,3,2024-07
2853,2024-10-05,2,Юридическое лицо 'АО «Лукин»',покупатель,141004,7,2024-10
816,2024-05-20,100,Юридическое лицо 'ЗАО «Сафонова»',покупатель,140915,3,2024-05
1098,2025-05-02,147,Физическое лицо 'ИП «Агафонов Козлова»',покупатель,140739,6,2025-05
3064,2025-03-07,122,Физическое лицо 'РАО «Селиверстов-Селезнева»',покупатель,140707,8,2025-03
1646,2024-05-19,69,Индивидуальный предприниматель 'ОАО «Горбунов»',покупатель,140633,6,2024-05
3091,2025-02-14,59,Физическое лицо 'Арктикгаз',покупатель,140467,7,2025-02
3761,2025-04-15,80,"Индивидуальный предприниматель 'ООО «Селиверстов, Казаков и Носов»'",покупатель,140311,6,2025-04
2525,2024-09-13,98,Индивидуальный предприниматель 'ЗАО «Алексеев Королева»',покупатель,140084,7,2024-09
702,2025-05-04,96,Юридическое лицо 'ОАО «Назаров Федоров»',покупатель,140052,9,2025-05
819,2025-03-12,51,Юридическое лицо 'Фролова Лтд',покупатель,139568,7,2025-03
321,2025-04-12,63,Индивидуальный предприниматель 'НПО «Ефимов»',покупатель,139533,4,2025-04
4923,2024-11-21,128,Юридическое лицо 'ООО «Белова Большаков»',покупатель,139491,5,2024-11
3152,2025-03-27,32,Физическое лицо 'НПО «Кононов»',покупатель,139485,7,2025-03
2549,2025-02-28,58,Юридическое лицо 'ЗАО «Меркушев»',покупатель,139450,3,2025-02
1729,2025-01-27,24,Физическое лицо 'ООО «Сорокина»',покупатель,139438,1,2025-01
3945,2024-09-15,65,Физическое лицо 'ООО «Лаврентьев-Воронцов»',покупатель,139400,6,2024-09
1337,2025-03-18,132,Юридическое лицо 'Самсонов Групп',покупатель,139332,5,2025-03
2394,2024-11-21,108,"Индивидуальный предприниматель 'ООО «Карпова, Котова и Фокина»'",покупатель,139250,9,2024-11
1800,2024-05-13,120,Физическое лицо 'Кудряшова и партнеры',покупатель,139220,2,2024-05
4939,2024-10-18,44,"Физическое лицо 'РАО «Егоров, Давыдова и Бобылева»'",покупатель,139113,6,2024-10
50,2025-04-29,127,Юридическое лицо 'Газпром бурение',покупатель,139043,8,2025-04
4844,2024-10-14,78,Юридическое лицо 'НПФ Газфонд пенсионные накопления',покупатель,139002,3,2024-10
3971,2024-05-29,109,Юридическое лицо 'Савельева Лимитед',покупатель,138993,9,2024-05
703,2024-07-12,88,Физическое лицо 'Военторг',покупатель,138958,5,2024-07
4724,2025-05-08,69,Индивидуальный предприниматель 'ОАО «Горбунов»',покупатель,138923,3,2025-05
1338,2024-10-23,115,Юридическое лицо 'ОАО «Горбачев Михайлова»',покупатель,138780,1,2024-10
4956,2025-04-04,100,Юридическое лицо 'ЗАО «Сафонова»',покупатель,138713,8,2025-04
2762,2024-11-19,2,Юридическое лицо 'АО «Лукин»',покупатель,138669,2,2024-11
475,2025-03-06,137,Физическое лицо 'ООО «Цветкова»',покупатель,138551,6,2025-03
3419,2024-10-02,106,Юридическое лицо 'НПО «Туров»',покупатель,138493,3,2024-10
4701,2024-11-24,113,Юридическое лицо 'Никифорова Групп',покупатель,138308,6,2024-11
345,2024-07-18,109,Юридическое лицо 'Савельева Лимитед',покупатель,138258,8,2024-07
1990,2025-03-10,29,Индивидуальный предприниматель 'НПО «Потапова Нестеров»',покупатель,138227,10,2025-03
4251,2024-11-03,95,Физическое лицо 'Сорокин Инкорпорэйтед',покупатель,138184,6,2024-11
824,2025-03-27,4,Юридическое лицо 'ИП «Шарапов»',покупатель,138022,3,2025-03
2894,2024-09-01,120,Физическое лицо 'Кудряшова и партнеры',покупатель,137998,2,2024-09
4838,2024-06-16,4,Юридическое лицо 'ИП «Шарапов»',покупатель,137915,6,2024-06
1359,2024-12-16,2,Юридическое лицо 'АО «Лукин»',покупатель,137860,3,2024-12
3035,2025-04-26,88,Физическое лицо 'Военторг',покупатель,137757,4,2025-04
3512,2024-12-17,64,Юридическое лицо 'Уральский банк реконструкции и развития',покупатель,137543,7,2024-12
3640,2024-05-11,74,Юридическое лицо 'Банк Возрождение',покупатель,137492,1,2024-05
2402,2024-05-24,23,Юридическое лицо 'АО «Пономарев-Вишняков»',покупатель,137456,2,2024-05
4902,2024-10-12,88,Физическое лицо 'Военторг',покупатель,137350,1,2024-10
4337,2024-11-06,149,Юридическое лицо 'ОАО «Гаврилов-Васильева»',покупатель,137193,9,2024-11
2067,2025-01-08,4,Юридическое лицо 'ИП «Шарапов»',покупатель,137030,3,2025-01
1132,2024-11-17,127,Юридическое лицо 'Газпром бурение',покупатель,136968,2,2024-11
1554,2024-12-27,5,Юридическое лицо 'РАО «Ковалева»',покупатель,136696,4,2024-12
1855,2025-05-02,57,Индивидуальный предприниматель 'ООО «Анисимова»',покупатель,136648,2,2025-05
420,2024-07-22,29,Индивидуальный предприниматель 'НПО «Потапова Нестеров»',покупатель,136606,9,2024-07
833,2025-02-04,52,Юридическое лицо 'Энергосбытовая компания Восток',покупатель,136561,5,2025-02
864,2024-07-12,100,Юридическое лицо 'ЗАО «Сафонова»',покупатель,136495,2,2024-07
3882,2025-02-08,61,Индивидуальный предприниматель 'НПО «Алексеева Соколова»',покупатель,136399,10,2025-02
1285,2025-03-20,149,Юридическое лицо 'ОАО «Гаврилов-Васильева»',покупатель,136342,5,2025-03
2697,2024-05-18,15,Юридическое лицо 'Воробьев Инк',покупатель,136131,8,2024-05
4111,2024-11-18,30,Физическое лицо 'Государственная транспортная лизинговая компания',покупатель,136052,10,2024-11
278,2024-08-27,23,Юридическое лицо 'АО «Пономарев-Вишняков»',покупатель,136040,3,2024-08
3049,2025-03-17,94,Юридическое лицо 'АО «Елисеева Муравьев»',покупатель,135480,4,2025-03
1622,2024-11-25,15,Юридическое лицо 'Воробьев Инк',покупатель,135357,6,2024-11
4270,2024-11-11,96,Юридическое лицо 'ОАО «Назаров Федоров»',покупатель,135308,2,2024-11
322,2024-09-20,106,Юридическое лицо 'НПО «Туров»',покупатель,135293,8,2024-09
685,2024-07-02,118,Индивидуальный предприниматель 'ИП «Королев Игнатьева»',покупатель,135281,10,2024-07
4863,2024-08-08,56,Физическое лицо 'ООО «Лихачев Тимофеева»',покупатель,135122,3,2024-08
4545,2025-02-06,58,Юридическое лицо 'ЗАО «Меркушев»',покупатель,135037,2,2025-02
1551,2025-02-08,78,Юридическое лицо 'НПФ Газфонд пенсионные накопления',покупатель,135033,7,2025-02
3026,2025-05-10,132,Юридическое лицо 'Самсонов Групп',покупатель,134988,2,2025-05
277,2024-10-04,74,Юридическое лицо 'Банк Возрождение',покупатель,134968,5,2024-10
1987,2024-10-12,100,Юридическое лицо 'ЗАО «Сафонова»',покупатель,134928,5,2024-10
2721,2024-05-26,100,Юридическое лицо 'ЗАО «Сафонова»',покупатель,134925,7,2024-05
3464,2024-12-17,57,Индивидуальный предприниматель 'ООО «Анисимова»',покупатель,134820,5,2024-12
2441,2025-05-08,79,Индивидуальный предприниматель 'ОАО «Новиков»',покупатель,134674,7,2025-05
1469,2025-02-02,95,Физическое лицо 'Сорокин Инкорпорэйтед',покупатель,134597,3,2025-02
3458,2025-04-29,147,Физическое лицо 'ИП «Агафонов Козлова»',покупатель,134370,7,2025-04
504,2024-09-22,24,Физическое лицо 'ООО «Сорокина»',покупатель,134366,8,2024-09
3082,2024-07-16,146,Физическое лицо 'РАО «Петров»',покупатель,134265,2,2024-07
844,2024-09-18,114,Физическое лицо 'Воробьева Лтд',покупатель,134229,4,2024-09
3304,2024-09-20,53,Индивидуальный предприниматель 'Спар Миддл Волга',покупатель,134190,5,2024-09
809,2024-06-21,64,Юридическое лицо 'Уральский банк реконструкции и развития',покупатель,134049,6,2024-06
4008,2024-09-01,127,Юридическое лицо 'Газпром бурение',покупатель,134045,4,2024-09
1448,2024-10-03,107,"Юридическое лицо 'РАО «Некрасова, Ершов и Попов»'",покупатель,134002,10,2024-10
4632,2024-05-13,147,Физическое лицо 'ИП «Агафонов Козлова»',покупатель,133793,7,2024-05
1975,2024-07-20,63,Индивидуальный предприниматель 'НПО «Ефимов»',покупатель,133723,4,2024-07
4099,2025-01-06,1,Индивидуальный предприниматель 'ЗАО «Кузнецов Королев»',покупатель,133708,10,2025-01
4025,2025-03-24,113,Юридическое лицо 'Никифорова Групп',покупатель,133678,3,2025-03
2819,2024-08-08,2,Юридическое лицо 'АО «Лукин»',покупатель,133459,5,2024-08
113,2024-07-08,74,Юридическое лицо 'Банк Возрождение',покупатель,133413,5,2024-07
3319,2025-03-02,132,Юридическое лицо 'Самсонов Групп',покупатель,133325,4,2025-03
4580,2025-05-10,134,Индивидуальный предприниматель 'НПО «Тимофеева»',покупатель,133245,3,2025-05
3250,2024-10-19,71,"Индивидуальный предприниматель 'НПО «Бурова, Ильина и Дементьев»'",покупатель,133146,7,2024-10
230,2024-08-28,56,Физическое лицо 'ООО «Лихачев Тимофеева»',покупатель,133093,3,2024-08
4530,2024-07-02,15,Юридическое лицо 'Воробьев Инк',покупатель,133081,9,2024-07
3513,2024-12-27,109,Юридическое лицо 'Савельева Лимитед',покупатель,132867,4,2024-12
3298,2024-10-17,51,Юридическое лицо 'Фролова Лтд',покупатель,132778,8,2024-10
3114,2025-01-05,88,Физическое лицо 'Военторг',покупатель,132771,2,2025-01
2982,2024-06-30,95,Физическое лицо 'Сорокин Инкорпорэйтед',покупатель,132569,9,2024-06
3124,2024-06-14,147,Физическое лицо 'ИП «Агафонов Козлова»',покупатель,132550,9,2024-06
1391,2025-04-03,108,"Индивидуальный предприниматель 'ООО «Карпова, Котова и Фокина»'",покупатель,132470,1,2025-04
2765,2024-11-20,67,Юридическое лицо 'НПО «Фокин-Калинин»',покупатель,132416,9,2024-11
4410,2024-08-11,43,"Индивидуальный предприниматель 'АО «Фадеева, Капустина и Самсонова»'",покупатель,132384,2,2024-08
4504,2025-01-13,113,Юридическое лицо 'Никифорова Групп',покупатель,132349,2,2025-01
4386,2024-07-15,10,"Индивидуальный предприниматель 'ЗАО «Веселова, Горбунова и Григорьева»'",покупатель,132217,4,2024-07
3599,2025-01-02,127,Юридическое лицо 'Газпром бурение',покупатель,132146,8,2025-01
333,2024-07-04,1,Индивидуальный предприниматель 'ЗАО «Кузнецов Королев»',покупатель,132090,2,2024-07
4317,2024-12-21,74,Юридическое лицо 'Банк Возрождение',покупатель,131961,10,2024-12
3569,2025-01-29,80,"Индивидуальный предприниматель 'ООО «Селиверстов, Казаков и Носов»'",покупатель,131960,3,2025-01
2005,2024-09-06,38,"Физическое лицо 'НПО «Семенов, Кулакова и Осипова»'",покупатель,131841,9,2024-09
1000,2024-10-11,80,"Индивидуальный предприниматель 'ООО «Селиверстов, Казаков и Носов»'",покупатель,131698,7,2024-10
1860,2024-11-11,8,Физическое лицо 'АО «Козлова Цветков»',покупатель,131540,2,2024-11
3768,2025-01-08,29,Индивидуальный предприниматель 'НПО «Потапова Нестеров»',покупатель,131232,6,2025-01
4704,2025-01-08,80,"Индивидуальный предприниматель 'ООО «Селиверстов, Казаков и Носов»'",покупатель,131172,5,2025-01
2584,2025-05-09,48,Юридическое лицо 'Горбунов Инк',покупатель,131008,2,2025-05
4567,2025-05-04,107,"Юридическое лицо 'РАО «Некрасова, Ершов и Попов»'",покупатель,130998,7,2025-05
3780,2024-06-30,30,Физическое лицо 'Государственная транспортная лизинговая компания',покупатель,130982,7,2024-06
2202,2025-03-29,69,Индивидуальный предприниматель 'ОАО «Горбунов»',покупатель,130944,1,2025-03
3955,2025-01-26,127,Юридическое лицо 'Газпром бурение',покупатель,130761,3,2025-01
2795,2024-10-02,94,Юридическое лицо 'АО «Елисеева Муравьев»',покупатель,130714,7,2024-10
613,2024-05-31,69,Индивидуальный предприниматель 'ОАО «Горбунов»',покупатель,130543,4,2024-05
494,2024-12-14,58,Юридическое лицо 'ЗАО «Меркушев»',покупатель,130509,2,2024-12
284,2024-11-19,37,Юридическое лицо 'АО «Ершов Суханова»',покупатель,130508,7,2024-11
3211,2024-10-19,107,"Юридическое лицо 'РАО «Некрасова, Ершов и Попов»'",покупатель,130484,10,2024-10
1904,2025-04-12,72,Индивидуальный предприниматель 'ООО «Лукина»',покупатель,130369,2,2025-04
378,2025-01-30,1,Индивидуальный предприниматель 'ЗАО «Кузнецов Королев»',покупатель,130358,2,2025-01
4983,2024-06-04,15,Юридическое лицо 'Воробьев Инк',покупатель,130156,1,2024-06
4848,2025-02-24,115,Юридическое лицо 'ОАО «Горбачев Михайлова»',покупатель,130030,7,2025-02
1339,2024-10-26,120,Физическое лицо 'Кудряшова и партнеры',покупатель,129775,6,2024-10
2882,2025-03-02,147,Физическое лицо 'ИП «Агафонов Козлова»',покупатель,129759,5,2025-03
2526,2025-04-07,106,Юридическое лицо 'НПО «Туров»',покупатель,129543,4,2025-04
3932,2025-02-18,122,Физическое лицо 'РАО «Селиверстов-Селезнева»',покупатель,129345,9,2025-02
1268,2024-08-25,113,Юридическое лицо 'Никифорова Групп',покупатель,129142,4,2024-08
1693,2024-09-06,147,Физическое лицо 'ИП «Агафонов Козлова»',покупатель,129046,4,2024-09
4541,2025-03-08,61,Индивидуальный предприниматель 'НПО «Алексеева Соколова»',покупатель,128961,1,2025-03
773,2024-10-23,4,Юридическое лицо 'ИП «Шарапов»',покупатель,128798,2,2024-10
2570,2024-11-17,147,Физическое лицо 'ИП «Агафонов Козлова»',покупатель,128764,6,2024-11
1209,2024-11-05,24,Физическое лицо 'ООО «Сорокина»',покупатель,128760,7,2024-11
2724,2024-11-15,109,Юридическое лицо 'Савельева Лимитед',покупатель,128716,3,2024-11
2093,2024-06-04,61,Индивидуальный предприниматель 'НПО «Алексеева Соколова»',покупатель,128579,7,2024-06
1589,2024-06-27,2,Юридическое лицо 'АО «Лукин»',покупатель,128500,6,2024-06
3388,2024-10-18,132,Юридическое лицо 'Самсонов Групп',покупатель,128465,4,2024-10
3269,2024-07-08,71,"Индивидуальный предприниматель 'НПО «Бурова, Ильина и Дементьев»'",покупатель,128312,3,2024-07
2234,2025-01-03,5,Юридическое лицо 'РАО «Ковалева»',покупатель,128116,8,2025-01
1415,2024-08-31,149,Юридическое лицо 'ОАО «Гаврилов-Васильева»',покупатель,128113,2,2024-08
1753,2024-10-30,146,Физическое лицо 'РАО «Петров»',покупатель,127566,4,2024-10
2186,2024-09-05,57,Индивидуальный предприниматель 'ООО «Анисимова»',покупатель,127324,7,2024-09
1129,2025-01-11,57,Индивидуальный предприниматель 'ООО «Анисимова»',покупатель,127292,7,2025-01
3951,2025-04-02,89,Физическое лицо 'ООО «Логинов-Рогова»',покупатель,127139,4,2025-04
2383,2024-12-14,118,Индивидуальный предприниматель 'ИП «Королев Игнатьева»',покупатель,127054,5,2024-12
4980,2024-11-29,50,Юридическое лицо 'Трофимов Лимитед',покупатель,127040,5,2024-11
3429,2024-06-02,148,Индивидуальный предприниматель 'ЗАО «Потапова Ильина»',покупатель,126886,7,2024-06
197,2025-01-28,106,Юридическое лицо 'НПО «Туров»',покупатель,126741,4,2025-01
3076,2025-04-04,23,Юридическое лицо 'АО «Пономарев-Вишняков»',покупатель,126527,5,2025-04
4989,2025-03-20,95,Физическое лицо 'Сорокин Инкорпорэйтед',покупатель,126497,2,2025-03
1425,2024-07-02,62,Физическое лицо 'ОАО «Смирнова-Савин»',покупатель,126474,5,2024-07
2960,2025-01-14,2,Юридическое лицо 'АО «Лукин»',покупатель,126447,6,2025-01
3000,2024-06-11,114,Физическое лицо 'Воробьева Лтд',покупатель,126282,1,2024-06
3762,2025-02-02,29,Индивидуальный предприниматель 'НПО «Потапова Нестеров»',покупатель,126256,7,2025-02
4385,2024-06-01,134,Индивидуальный предприниматель 'НПО «Тимофеева»',покупатель,126207,10,2024-06
3102,2024-12-30,57,Индивидуальный предприниматель 'ООО «Анисимова»',покупатель,126147,7,2024-12
2842,2024-09-11,63,Индивидуальный предприниматель 'НПО «Ефимов»',покупатель,126023,5,2024-09
4954,2025-02-14,89,Физическое лицо 'ООО «Логинов-Рогова»',покупатель,125984,7,2025-02
2351,2024-06-02,102,Юридическое лицо 'Михайлова Инк',покупатель,125971,4,2024-06
4093,2024-08-16,102,Юридическое лицо 'Михайлова Инк',покупатель,125777,4,2024-08
3520,2025-04-28,15,Юридическое лицо 'Воробьев Инк',покупатель,125677,4,2025-04
4376,2025-04-20,23,Юридическое лицо 'АО «Пономарев-Вишняков»',покупатель,125658,3,2025-04
748,2025-02-23,32,Физическое лицо 'НПО «Кононов»',покупатель,125466,6,2025-02
2602,2025-01-01,64,Юридическое лицо 'Уральский банк реконструкции и развития',покупатель,125435,3,2025-01
4947,2024-05-10,63,Индивидуальный предприниматель 'НПО «Ефимов»',покупатель,125400,6,2024-05
1731,2024-11-23,78,Юридическое лицо 'НПФ Газфонд пенсионные накопления',покупатель,125246,4,2024-11
788,2025-02-07,148,Индивидуальный предприниматель 'ЗАО «Потапова Ильина»',покупатель,125207,7,2025-02
1802,2024-08-27,61,Индивидуальный предприниматель 'НПО «Алексеева Соколова»',покупатель,125105,4,2024-08
431,2024-08-05,96,Юридическое лицо 'ОАО «Назаров Федоров»',покупатель,124979,2,2024-08
1725,2025-03-25,97,Юридическое лицо 'ОАО «Белозеров»',покупатель,124901,8,2025-03
1928,2024-07-31,2,Юридическое лицо 'АО «Лукин»',покупатель,124897,3,2024-07
3121,2025-03-30,103,"Индивидуальный предприниматель 'АО «Кудрявцева, Соболева и Зыкова»'",покупатель,124854,7,2025-03
3838,2024-06-07,4,Юридическое лицо 'ИП «Шарапов»',покупатель,124651,3,2024-06
2598,2024-07-19,102,Юридическое лицо 'Михайлова Инк',покупатель,124616,4,2024-07
1831,2024-05-26,127,Юридическое лицо 'Газпром бурение',покупатель,124518,5,2024-05
2030,2025-02-06,10,"Индивидуальный предприниматель 'ЗАО «Веселова, Горбунова и Григорьева»'",покупатель,124452,4,2025-02
2844,2024-09-27,96,Юридическое лицо 'ОАО «Назаров Федоров»',покупатель,124284,3,2024-09
1180,2025-03-29,48,Юридическое лицо 'Горбунов Инк',покупатель,124246,8,2025-03
797,2024-11-27,4,Юридическое лицо 'ИП «Шарапов»',покупатель,124246,3,2024-11
4477,2025-01-02,62,Физическое лицо 'ОАО «Смирнова-Савин»',покупатель,124117,3,2025-01
1257,2024-12-10,23,Юридическое лицо 'АО «Пономарев-Вишняков»',покупатель,124100,3,2024-12
1783,2024-06-10,115,Юридическое лицо 'ОАО «Горбачев Михайлова»',покупатель,123944,2,2024-06
3950,2024-08-10,72,Индивидуальный предприниматель 'ООО «Лукина»',покупатель,123859,3,2024-08
14,2024-08-21,98,Индивидуальный предприниматель 'ЗАО «Алексеев Королева»',покупатель,123734,2,2024-08
1352,2025-04-16,2,Юридическое лицо 'АО «Лукин»',покупатель,123482,8,2025-04
2630,2024-12-04,130,"Индивидуальный предприниматель 'НПО «Крылов, Ильина и Лапин»'",покупатель,123427,7,2024-12
4585,2024-05-31,56,Физическое лицо 'ООО «Лихачев Тимофеева»',покупатель,123372,3,2024-05
39,2024-10-18,89,Физическое лицо 'ООО «Логинов-Рогова»',покупатель,123184,9,2024-10
3125,2024-09-22,103,"Индивидуальный предприниматель 'АО «Кудрявцева, Соболева и Зыкова»'",покупатель,123014,8,2024-09
4209,2025-04-20,4,Юридическое лицо 'ИП «Шарапов»',покупатель,123000,10,2025-04
4603,2024-10-03,43,"Индивидуальный предприниматель 'АО «Фадеева, Капустина и Самсонова»'",покупатель,122983,6,2024-10
3821,2024-08-10,21,"Индивидуальный предприниматель 'ИП «Крылов, Корнилов и Попова»'",покупатель,122885,5,2024-08
867,2024-09-06,37,Юридическое лицо 'АО «Ершов Суханова»',покупатель,122860,7,2024-09
3964,2025-04-14,147,Физическое лицо 'ИП «Агафонов Козлова»',покупатель,122582,9,2025-04
2391,2024-10-01,52,Юридическое лицо 'Энергосбытовая компания Восток',покупатель,122553,1,2024-10
2676,2024-11-06,134,Индивидуальный предприниматель 'НПО «Тимофеева»',покупатель,122460,8,2024-11
3199,2024-11-12,44,"Физическое лицо 'РАО «Егоров, Давыдова и Бобылева»'",покупатель,122339,3,2024-11
4656,2024-08-16,98,Индивидуальный предприниматель 'ЗАО «Алексеев Королева»',покупатель,122299,4,2024-08
1596,2024-10-23,148,Индивидуальный предприниматель 'ЗАО «Потапова Ильина»',покупатель,122064,1,2024-10
2136,2024-05-16,37,Юридическое лицо 'АО «Ершов Суханова»',покупатель,121591,3,2024-05
1147,2024-12-12,134,Индивидуальный предприниматель 'НПО «Тимофеева»',покупатель,121584,5,2024-12
2251,2024-06-12,65,Физическое лицо 'ООО «Лаврентьев-Воронцов»',покупатель,121528,5,2024-06
4890,2024-12-16,113,Юридическое лицо 'Никифорова Групп',покупатель,121431,4,2024-12
341,2024-11-22,29,Индивидуальный предприниматель 'НПО «Потапова Нестеров»',покупатель,121354,6,2024-11
3956,2024-11-25,96,Юридическое лицо 'ОАО «Назаров Федоров»',покупатель,121005,8,2024-11
3712,2024-12-22,113,Юридическое лицо 'Никифорова Групп',покупатель,120761,4,2024-12
3937,2025-02-08,1,Индивидуальный предприниматель 'ЗАО «Кузнецов Королев»',покупатель,120699,7,2025-02
3287,2025-04-30,97,Юридическое лицо 'ОАО «Белозеров»',покупатель,120584,4,2025-04
1624,2025-03-03,4,Юридическое лицо 'ИП «Шарапов»',покупатель,120393,5,2025-03
2110,2024-09-28,48,Юридическое лицо 'Горбунов Инк',покупатель,120347,2,2024-09
3675,2025-03-29,137,Физическое лицо 'ООО «Цветкова»',покупатель,120227,8,2025-03
2412,2024-09-03,69,Индивидуальный предприниматель 'ОАО «Горбунов»',покупатель,120221,3,2024-09
4973,2024-08-31,64,Юридическое лицо 'Уральский банк реконструкции и развития',покупатель,120219,2,2024-08
2681,2024-07-03,51,Юридическое лицо 'Фролова Лтд',покупатель,120133,6,2024-07
3847,2025-03-24,130,"Индивидуальный предприниматель 'НПО «Крылов, Ильина и Лапин»'",покупатель,120004,5,2025-03
2929,2024-05-22,128,Юридическое лицо 'ООО «Белова Большаков»',покупатель,119910,1,2024-05
4584,2024-08-11,29,Индивидуальный предприниматель 'НПО «Потапова Нестеров»',покупатель,119879,8,2024-08
1157,2024-09-25,78,Юридическое лицо 'НПФ Газфонд пенсионные накопления',покупатель,119591,8,2024-09
2900,2024-12-08,113,Юридическое лицо 'Никифорова Групп',покупатель,119579,5,2024-12
4735,2024-12-28,80,"Индивидуальный предприниматель 'ООО «Селиверстов, Казаков и Носов»'",покупатель,119312,5,2024-12
854,2024-09-22,128,Юридическое лицо 'ООО «Белова Большаков»',покупатель,119165,8,2024-09
64,2024-11-11,61,Индивидуальный предприниматель 'НПО «Алексеева Соколова»',покупатель,118999,4,2024-11
1103,2024-07-09,63,Индивидуальный предприниматель 'НПО «Ефимов»',покупатель,118916,4,2024-07
569,2024-11-02,51,Юридическое лицо 'Фролова Лтд',покупатель,118860,2,2024-11
293,2024-06-19,115,Юридическое лицо 'ОАО «Горбачев Михайлова»',покупатель,118740,8,2024-06
1474,2024-05-13,137,Физическое лицо 'ООО «Цветкова»',покупатель,118591,4,2024-05
2199,2024-11-05,102,Юридическое лицо 'Михайлова Инк',покупатель,118463,7,2024-11
4798,2025-01-16,95,Физическое лицо 'Сорокин Инкорпорэйтед',покупатель,118436,5,2025-01
1590,2025-03-11,107,"Юридическое лицо 'РАО «Некрасова, Ершов и Попов»'",покупатель,118402,7,2025-03
4478,2024-07-05,78,Юридическое лицо 'НПФ Газфонд пенсионные накопления',покупатель,118108,8,2024-07
1847,2024-11-18,74,Юридическое лицо 'Банк Возрождение',покупатель,118079,5,2024-11
4884,2024-10-25,56,Физическое лицо 'ООО «Лихачев Тимофеева»',покупатель,118028,9,2024-10
2168,2025-01-09,24,Физическое лицо 'ООО «Сорокина»',покупатель,118020,5,2025-01
517,2024-09-15,63,Индивидуальный предприниматель 'НПО «Ефимов»',покупатель,117441,7,2024-09
3792,2024-11-01,52,Юридическое лицо 'Энергосбытовая компания Восток',покупатель,117344,3,2024-11
3660,2024-08-19,48,Юридическое лицо 'Горбунов Инк',покупатель,117204,5,2024-08
603,2025-04-18,74,Юридическое лицо 'Банк Возрождение',покупатель,117046,8,2025-04
2890,2025-01-28,95,Физическое лицо 'Сорокин Инкорпорэйтед',покупатель,116882,4,2025-01
